,seq,type,pred_feature,high_value,trial,color_0,shape_0,payoff_0,color_1,shape_1,payoff_1
29,0,test,color,orange,59,orange,square,58.465841544652974,blue,rectangle,43.14670980495048
0,0,test,shape,square,30,orange,rectangle,42.00551565060921,blue,square,50.69057718501963
1,0,test,shape,square,31,orange,square,54.68699053721372,blue,rectangle,39.6909886415002
2,0,test,shape,square,32,orange,square,44.52028694164648,blue,rectangle,39.552282366239
3,0,test,shape,square,33,blue,square,49.21248395635611,orange,rectangle,40.353146716907425
4,0,test,shape,square,34,blue,rectangle,37.83122385553327,orange,square,48.452448908139374
5,0,test,shape,square,35,blue,square,49.14114165069453,orange,rectangle,45.03494807506784
6,0,test,shape,square,36,blue,rectangle,43.75368922256334,orange,square,43.7337832472059
7,0,test,shape,square,37,orange,rectangle,39.42523327690165,blue,square,40.68278999081498
8,0,test,shape,square,38,blue,rectangle,38.81858597207302,orange,square,49.5780250179517
9,0,test,shape,square,39,orange,square,54.029268104441165,blue,rectangle,38.54183232451278
10,0,test,shape,square,40,orange,rectangle,38.691707119864404,blue,square,37.26355485130672
11,0,test,shape,square,41,blue,rectangle,39.67466815891019,orange,square,42.68792794070218
12,0,test,shape,square,42,orange,square,45.35280286316963,blue,rectangle,38.24627844366482
13,0,test,shape,square,43,blue,square,47.52868722873721,orange,rectangle,36.484543217286735
14,0,test,shape,square,44,orange,rectangle,37.06590950921802,blue,square,58.64623556014149
15,0,test,shape,square,45,blue,square,41.56288709362985,orange,rectangle,37.80642884309072
16,0,test,shape,square,46,orange,rectangle,43.67382705664263,blue,square,62.52533584620203
17,0,test,shape,square,47,blue,rectangle,37.656866742349315,orange,square,46.158755216059845
18,0,test,shape,square,48,blue,square,49.70777775470255,orange,rectangle,43.457395288811185
19,0,test,shape,square,49,blue,square,43.065714607858816,orange,rectangle,39.50944430811578
20,0,test,shape,square,50,orange,rectangle,41.55467515212349,blue,square,50.17383037233309
21,0,test,shape,square,51,orange,rectangle,39.2476878575398,blue,square,47.330885177419795
22,0,test,shape,square,52,blue,square,41.12552095815009,orange,rectangle,39.52365251205067
23,0,test,shape,square,53,orange,rectangle,39.46722501998209,blue,square,49.16084944813128
24,0,test,shape,square,54,blue,rectangle,38.88934556236197,orange,square,50.35769261272569
25,0,test,shape,square,55,orange,square,53.06357908909914,blue,rectangle,40.31085865533693
26,0,test,shape,square,56,blue,square,49.758782041996014,orange,rectangle,40.106310695155734
27,0,test,shape,square,57,orange,square,48.00042196545707,blue,rectangle,38.5568839329143
28,0,test,shape,square,58,orange,rectangle,40.63298852334662,blue,square,47.51356700793255
29,0,test,shape,square,59,blue,square,58.465841544652974,orange,rectangle,43.14670980495048
0,0,test,shape,rectangle,30,blue,square,42.00551565060921,orange,rectangle,50.69057718501963
1,0,test,shape,rectangle,31,blue,rectangle,54.68699053721372,orange,square,39.6909886415002
2,0,test,shape,rectangle,32,blue,rectangle,44.52028694164648,orange,square,39.552282366239
3,0,test,shape,rectangle,33,orange,rectangle,49.21248395635611,blue,square,40.353146716907425
4,0,test,shape,rectangle,34,orange,square,37.83122385553327,blue,rectangle,48.452448908139374
5,0,test,shape,rectangle,35,orange,rectangle,49.14114165069453,blue,square,45.03494807506784
6,0,test,shape,rectangle,36,orange,square,43.75368922256334,blue,rectangle,43.7337832472059
7,0,test,shape,rectangle,37,blue,square,39.42523327690165,orange,rectangle,40.68278999081498
8,0,test,shape,rectangle,38,orange,square,38.81858597207302,blue,rectangle,49.5780250179517
9,0,test,shape,rectangle,39,blue,rectangle,54.029268104441165,orange,square,38.54183232451278
10,0,test,shape,rectangle,40,blue,square,38.691707119864404,orange,rectangle,37.26355485130672
11,0,test,shape,rectangle,41,orange,square,39.67466815891019,blue,rectangle,42.68792794070218
12,0,test,shape,rectangle,42,blue,rectangle,45.35280286316963,orange,square,38.24627844366482
13,0,test,shape,rectangle,43,orange,rectangle,47.52868722873721,blue,square,36.484543217286735
14,0,test,shape,rectangle,44,blue,square,37.06590950921802,orange,rectangle,58.64623556014149
15,0,test,shape,rectangle,45,orange,rectangle,41.56288709362985,blue,square,37.80642884309072
16,0,test,shape,rectangle,46,blue,square,43.67382705664263,orange,rectangle,62.52533584620203
17,0,test,shape,rectangle,47,orange,square,37.656866742349315,blue,rectangle,46.158755216059845
18,0,test,shape,rectangle,48,orange,rectangle,49.70777775470255,blue,square,43.457395288811185
19,0,test,shape,rectangle,49,orange,rectangle,43.065714607858816,blue,square,39.50944430811578
20,0,test,shape,rectangle,50,blue,square,41.55467515212349,orange,rectangle,50.17383037233309
21,0,test,shape,rectangle,51,blue,square,39.2476878575398,orange,rectangle,47.330885177419795
22,0,test,shape,rectangle,52,orange,rectangle,41.12552095815009,blue,square,39.52365251205067
23,0,test,shape,rectangle,53,blue,square,39.46722501998209,orange,rectangle,49.16084944813128
24,0,test,shape,rectangle,54,orange,square,38.88934556236197,blue,rectangle,50.35769261272569
25,0,test,shape,rectangle,55,blue,rectangle,53.06357908909914,orange,square,40.31085865533693
26,0,test,shape,rectangle,56,orange,rectangle,49.758782041996014,blue,square,40.106310695155734
27,0,test,shape,rectangle,57,blue,rectangle,48.00042196545707,orange,square,38.5568839329143
28,0,test,shape,rectangle,58,blue,square,40.63298852334662,orange,rectangle,47.51356700793255
29,0,test,shape,rectangle,59,orange,rectangle,58.465841544652974,blue,square,43.14670980495048
0,1,test,color,blue,30,orange,square,37.51105642479785,blue,rectangle,43.55601343384541
1,1,test,color,blue,31,blue,rectangle,47.64659809173964,orange,square,40.66859025699543
2,1,test,color,blue,32,orange,square,40.102284117104325,blue,rectangle,44.172323612851436
3,1,test,color,blue,33,blue,rectangle,52.50092282009982,orange,square,41.478825344601894
4,1,test,color,blue,34,blue,square,47.20175846288991,orange,rectangle,38.69416771067058
5,1,test,color,blue,35,orange,rectangle,41.0968558416596,blue,square,48.93986793743052
6,1,test,color,blue,36,orange,square,37.1037454811699,blue,rectangle,47.660098720077976
7,1,test,color,blue,37,blue,rectangle,49.31017906037191,orange,square,38.20061042702449
8,1,test,color,blue,38,blue,rectangle,48.949216964187215,orange,square,37.09035502948442
9,1,test,color,blue,39,orange,square,42.67237220002434,blue,rectangle,54.23974992529716
10,1,test,color,blue,40,orange,rectangle,39.49496533139407,blue,square,49.817271689195366
11,1,test,color,blue,41,blue,rectangle,35.95039017100063,orange,square,37.687304679469335
12,1,test,color,blue,42,blue,rectangle,46.53110539923935,orange,square,37.855733957146285
13,1,test,color,blue,43,blue,square,51.57198241315329,orange,rectangle,43.99459306149599
14,1,test,color,blue,44,orange,square,37.646770561141395,blue,rectangle,43.812682979574035
15,1,test,color,blue,45,orange,square,40.47089673661986,blue,rectangle,56.05558074249811
16,1,test,color,blue,46,blue,rectangle,41.88812843730048,orange,square,40.49807224461389
17,1,test,color,blue,47,blue,square,57.106494254065545,orange,rectangle,36.69648170364147
18,1,test,color,blue,48,blue,square,41.59465396577084,orange,rectangle,39.15278678707833
19,1,test,color,blue,49,orange,square,38.95882317428918,blue,rectangle,52.06300643876823
20,1,test,color,blue,50,blue,square,49.20829859910419,orange,rectangle,36.450075880715744
21,1,test,color,blue,51,blue,rectangle,50.577052014504055,orange,square,38.8449222252887
22,1,test,color,blue,52,blue,rectangle,54.372236084706195,orange,square,38.74482492712616
23,1,test,color,blue,53,blue,rectangle,44.81692358448882,orange,square,41.08226322160906
24,1,test,color,blue,54,orange,rectangle,41.525852964673874,blue,square,50.24049681968102
25,1,test,color,blue,55,orange,square,36.628805365230384,blue,rectangle,50.69017219964125
26,1,test,color,blue,56,orange,square,37.931383896651205,blue,rectangle,49.176380557941314
27,1,test,color,blue,57,blue,rectangle,40.881327823004696,orange,square,40.89264429508613
28,1,test,color,blue,58,orange,square,38.38680219138526,blue,rectangle,41.58682674869739
29,1,test,color,blue,59,blue,square,51.569100682412,orange,rectangle,40.4832890433535
0,1,test,color,orange,30,blue,square,37.51105642479785,orange,rectangle,43.55601343384541
1,1,test,color,orange,31,orange,rectangle,47.64659809173964,blue,square,40.66859025699543
2,1,test,color,orange,32,blue,square,40.102284117104325,orange,rectangle,44.172323612851436
3,1,test,color,orange,33,orange,rectangle,52.50092282009982,blue,square,41.478825344601894
4,1,test,color,orange,34,orange,square,47.20175846288991,blue,rectangle,38.69416771067058
5,1,test,color,orange,35,blue,rectangle,41.0968558416596,orange,square,48.93986793743052
6,1,test,color,orange,36,blue,square,37.1037454811699,orange,rectangle,47.660098720077976
7,1,test,color,orange,37,orange,rectangle,49.31017906037191,blue,square,38.20061042702449
8,1,test,color,orange,38,orange,rectangle,48.949216964187215,blue,square,37.09035502948442
9,1,test,color,orange,39,blue,square,42.67237220002434,orange,rectangle,54.23974992529716
10,1,test,color,orange,40,blue,rectangle,39.49496533139407,orange,square,49.817271689195366
11,1,test,color,orange,41,orange,rectangle,35.95039017100063,blue,square,37.687304679469335
12,1,test,color,orange,42,orange,rectangle,46.53110539923935,blue,square,37.855733957146285
13,1,test,color,orange,43,orange,square,51.57198241315329,blue,rectangle,43.99459306149599
14,1,test,color,orange,44,blue,square,37.646770561141395,orange,rectangle,43.812682979574035
15,1,test,color,orange,45,blue,square,40.47089673661986,orange,rectangle,56.05558074249811
16,1,test,color,orange,46,orange,rectangle,41.88812843730048,blue,square,40.49807224461389
17,1,test,color,orange,47,orange,square,57.106494254065545,blue,rectangle,36.69648170364147
18,1,test,color,orange,48,orange,square,41.59465396577084,blue,rectangle,39.15278678707833
19,1,test,color,orange,49,blue,square,38.95882317428918,orange,rectangle,52.06300643876823
20,1,test,color,orange,50,orange,square,49.20829859910419,blue,rectangle,36.450075880715744
21,1,test,color,orange,51,orange,rectangle,50.577052014504055,blue,square,38.8449222252887
22,1,test,color,orange,52,orange,rectangle,54.372236084706195,blue,square,38.74482492712616
23,1,test,color,orange,53,orange,rectangle,44.81692358448882,blue,square,41.08226322160906
24,1,test,color,orange,54,blue,rectangle,41.525852964673874,orange,square,50.24049681968102
25,1,test,color,orange,55,blue,square,36.628805365230384,orange,rectangle,50.69017219964125
26,1,test,color,orange,56,blue,square,37.931383896651205,orange,rectangle,49.176380557941314
27,1,test,color,orange,57,orange,rectangle,40.881327823004696,blue,square,40.89264429508613
28,1,test,color,orange,58,blue,square,38.38680219138526,orange,rectangle,41.58682674869739
29,1,test,color,orange,59,orange,square,51.569100682412,blue,rectangle,40.4832890433535
0,1,test,shape,square,30,blue,rectangle,37.51105642479785,orange,square,43.55601343384541
1,1,test,shape,square,31,orange,square,47.64659809173964,blue,rectangle,40.66859025699543
2,1,test,shape,square,32,blue,rectangle,40.102284117104325,orange,square,44.172323612851436
3,1,test,shape,square,33,orange,square,52.50092282009982,blue,rectangle,41.478825344601894
4,1,test,shape,square,34,blue,square,47.20175846288991,orange,rectangle,38.69416771067058
5,1,test,shape,square,35,orange,rectangle,41.0968558416596,blue,square,48.93986793743052
6,1,test,shape,square,36,blue,rectangle,37.1037454811699,orange,square,47.660098720077976
7,1,test,shape,square,37,orange,square,49.31017906037191,blue,rectangle,38.20061042702449
8,1,test,shape,square,38,orange,square,48.949216964187215,blue,rectangle,37.09035502948442
9,1,test,shape,square,39,blue,rectangle,42.67237220002434,orange,square,54.23974992529716
10,1,test,shape,square,40,orange,rectangle,39.49496533139407,blue,square,49.817271689195366
11,1,test,shape,square,41,orange,square,35.95039017100063,blue,rectangle,37.687304679469335
12,1,test,shape,square,42,orange,square,46.53110539923935,blue,rectangle,37.855733957146285
13,1,test,shape,square,43,blue,square,51.57198241315329,orange,rectangle,43.99459306149599
14,1,test,shape,square,44,blue,rectangle,37.646770561141395,orange,square,43.812682979574035
15,1,test,shape,square,45,blue,rectangle,40.47089673661986,orange,square,56.05558074249811
16,1,test,shape,square,46,orange,square,41.88812843730048,blue,rectangle,40.49807224461389
17,1,test,shape,square,47,blue,square,57.106494254065545,orange,rectangle,36.69648170364147
18,1,test,shape,square,48,blue,square,41.59465396577084,orange,rectangle,39.15278678707833
19,1,test,shape,square,49,blue,rectangle,38.95882317428918,orange,square,52.06300643876823
20,1,test,shape,square,50,blue,square,49.20829859910419,orange,rectangle,36.450075880715744
21,1,test,shape,square,51,orange,square,50.577052014504055,blue,rectangle,38.8449222252887
22,1,test,shape,square,52,orange,square,54.372236084706195,blue,rectangle,38.74482492712616
23,1,test,shape,square,53,orange,square,44.81692358448882,blue,rectangle,41.08226322160906
24,1,test,shape,square,54,orange,rectangle,41.525852964673874,blue,square,50.24049681968102
25,1,test,shape,square,55,blue,rectangle,36.628805365230384,orange,square,50.69017219964125
26,1,test,shape,square,56,blue,rectangle,37.931383896651205,orange,square,49.176380557941314
27,1,test,shape,square,57,orange,square,40.881327823004696,blue,rectangle,40.89264429508613
28,1,test,shape,square,58,blue,rectangle,38.38680219138526,orange,square,41.58682674869739
29,1,test,shape,square,59,blue,square,51.569100682412,orange,rectangle,40.4832890433535
0,1,test,shape,rectangle,30,orange,square,37.51105642479785,blue,rectangle,43.55601343384541
1,1,test,shape,rectangle,31,blue,rectangle,47.64659809173964,orange,square,40.66859025699543
2,1,test,shape,rectangle,32,orange,square,40.102284117104325,blue,rectangle,44.172323612851436
3,1,test,shape,rectangle,33,blue,rectangle,52.50092282009982,orange,square,41.478825344601894
4,1,test,shape,rectangle,34,orange,rectangle,47.20175846288991,blue,square,38.69416771067058
5,1,test,shape,rectangle,35,blue,square,41.0968558416596,orange,rectangle,48.93986793743052
6,1,test,shape,rectangle,36,orange,square,37.1037454811699,blue,rectangle,47.660098720077976
7,1,test,shape,rectangle,37,blue,rectangle,49.31017906037191,orange,square,38.20061042702449
8,1,test,shape,rectangle,38,blue,rectangle,48.949216964187215,orange,square,37.09035502948442
9,1,test,shape,rectangle,39,orange,square,42.67237220002434,blue,rectangle,54.23974992529716
10,1,test,shape,rectangle,40,blue,square,39.49496533139407,orange,rectangle,49.817271689195366
11,1,test,shape,rectangle,41,blue,rectangle,35.95039017100063,orange,square,37.687304679469335
12,1,test,shape,rectangle,42,blue,rectangle,46.53110539923935,orange,square,37.855733957146285
13,1,test,shape,rectangle,43,orange,rectangle,51.57198241315329,blue,square,43.99459306149599
14,1,test,shape,rectangle,44,orange,square,37.646770561141395,blue,rectangle,43.812682979574035
15,1,test,shape,rectangle,45,orange,square,40.47089673661986,blue,rectangle,56.05558074249811
16,1,test,shape,rectangle,46,blue,rectangle,41.88812843730048,orange,square,40.49807224461389
17,1,test,shape,rectangle,47,orange,rectangle,57.106494254065545,blue,square,36.69648170364147
18,1,test,shape,rectangle,48,orange,rectangle,41.59465396577084,blue,square,39.15278678707833
19,1,test,shape,rectangle,49,orange,square,38.95882317428918,blue,rectangle,52.06300643876823
20,1,test,shape,rectangle,50,orange,rectangle,49.20829859910419,blue,square,36.450075880715744
21,1,test,shape,rectangle,51,blue,rectangle,50.577052014504055,orange,square,38.8449222252887
22,1,test,shape,rectangle,52,blue,rectangle,54.372236084706195,orange,square,38.74482492712616
23,1,test,shape,rectangle,53,blue,rectangle,44.81692358448882,orange,square,41.08226322160906
24,1,test,shape,rectangle,54,blue,square,41.525852964673874,orange,rectangle,50.24049681968102
25,1,test,shape,rectangle,55,orange,square,36.628805365230384,blue,rectangle,50.69017219964125
26,1,test,shape,rectangle,56,orange,square,37.931383896651205,blue,rectangle,49.176380557941314
27,1,test,shape,rectangle,57,blue,rectangle,40.881327823004696,orange,square,40.89264429508613
28,1,test,shape,rectangle,58,orange,square,38.38680219138526,blue,rectangle,41.58682674869739
29,1,test,shape,rectangle,59,orange,rectangle,51.569100682412,blue,square,40.4832890433535
0,2,test,color,blue,30,blue,rectangle,40.97865450954625,orange,square,40.66208030999239
1,2,test,color,blue,31,blue,square,46.486901202647765,orange,rectangle,39.03441968255071
2,2,test,color,blue,32,blue,rectangle,52.35277804709863,orange,square,42.95854902134846
3,2,test,color,blue,33,orange,square,43.58874010920072,blue,rectangle,54.57403935752953
4,2,test,color,blue,34,orange,rectangle,39.78053163673963,blue,square,49.76360081513172
5,2,test,color,blue,35,blue,square,51.83411435892122,orange,rectangle,40.24235589859892
6,2,test,color,blue,36,orange,rectangle,40.26152837582309,blue,square,52.11876565938091
7,2,test,color,blue,37,orange,rectangle,39.88143470794814,blue,square,44.35356531813169
8,2,test,color,blue,38,blue,rectangle,45.92763467082071,orange,square,41.26782075546748
9,2,test,color,blue,39,blue,square,48.014966455999776,orange,rectangle,40.680419953736674
10,2,test,color,blue,40,blue,square,51.350396211010946,orange,rectangle,39.25031707420478
11,2,test,color,blue,41,blue,rectangle,51.78124081814903,orange,square,40.75768520691679
12,2,test,color,blue,42,orange,square,37.53037382617704,blue,rectangle,55.21152395593122
13,2,test,color,blue,43,orange,square,38.99851051248617,blue,rectangle,39.72452328407408
14,2,test,color,blue,44,orange,rectangle,37.909912580827395,blue,square,42.89477419660839
15,2,test,color,blue,45,orange,square,40.10434663731507,blue,rectangle,46.630747472268816
16,2,test,color,blue,46,orange,rectangle,39.32633606471882,blue,square,51.09850982741239
17,2,test,color,blue,47,orange,rectangle,40.67975072238541,blue,square,49.58023935322143
18,2,test,color,blue,48,blue,rectangle,50.049142286643466,orange,square,41.23226933600448
19,2,test,color,blue,49,blue,square,37.460233291112786,orange,rectangle,39.27112349547108
20,2,test,color,blue,50,blue,square,37.09894967755263,orange,rectangle,40.07211985359559
21,2,test,color,blue,51,orange,rectangle,39.99073405555131,blue,square,53.2276613739484
22,2,test,color,blue,52,blue,square,53.938171963605605,orange,rectangle,40.40555009650473
23,2,test,color,blue,53,orange,square,38.9992778452062,blue,rectangle,50.42580556272869
24,2,test,color,blue,54,blue,rectangle,45.360411813378434,orange,square,39.9972146971133
25,2,test,color,blue,55,orange,square,41.972272633921534,blue,rectangle,45.21114327005288
26,2,test,color,blue,56,blue,rectangle,52.028393196212505,orange,square,41.3548027373846
27,2,test,color,blue,57,blue,rectangle,43.226040914345894,orange,square,41.947788256434805
28,2,test,color,blue,58,orange,rectangle,41.39713269074301,blue,square,48.509629436863285
29,2,test,color,blue,59,orange,rectangle,38.4753530839447,blue,square,43.70396990712215
0,2,test,color,orange,30,orange,rectangle,40.97865450954625,blue,square,40.66208030999239
1,2,test,color,orange,31,orange,square,46.486901202647765,blue,rectangle,39.03441968255071
2,2,test,color,orange,32,orange,rectangle,52.35277804709863,blue,square,42.95854902134846
3,2,test,color,orange,33,blue,square,43.58874010920072,orange,rectangle,54.57403935752953
4,2,test,color,orange,34,blue,rectangle,39.78053163673963,orange,square,49.76360081513172
5,2,test,color,orange,35,orange,square,51.83411435892122,blue,rectangle,40.24235589859892
6,2,test,color,orange,36,blue,rectangle,40.26152837582309,orange,square,52.11876565938091
7,2,test,color,orange,37,blue,rectangle,39.88143470794814,orange,square,44.35356531813169
8,2,test,color,orange,38,orange,rectangle,45.92763467082071,blue,square,41.26782075546748
9,2,test,color,orange,39,orange,square,48.014966455999776,blue,rectangle,40.680419953736674
10,2,test,color,orange,40,orange,square,51.350396211010946,blue,rectangle,39.25031707420478
11,2,test,color,orange,41,orange,rectangle,51.78124081814903,blue,square,40.75768520691679
12,2,test,color,orange,42,blue,square,37.53037382617704,orange,rectangle,55.21152395593122
13,2,test,color,orange,43,blue,square,38.99851051248617,orange,rectangle,39.72452328407408
14,2,test,color,orange,44,blue,rectangle,37.909912580827395,orange,square,42.89477419660839
15,2,test,color,orange,45,blue,square,40.10434663731507,orange,rectangle,46.630747472268816
16,2,test,color,orange,46,blue,rectangle,39.32633606471882,orange,square,51.09850982741239
17,2,test,color,orange,47,blue,rectangle,40.67975072238541,orange,square,49.58023935322143
18,2,test,color,orange,48,orange,rectangle,50.049142286643466,blue,square,41.23226933600448
19,2,test,color,orange,49,orange,square,37.460233291112786,blue,rectangle,39.27112349547108
20,2,test,color,orange,50,orange,square,37.09894967755263,blue,rectangle,40.07211985359559
21,2,test,color,orange,51,blue,rectangle,39.99073405555131,orange,square,53.2276613739484
22,2,test,color,orange,52,orange,square,53.938171963605605,blue,rectangle,40.40555009650473
23,2,test,color,orange,53,blue,square,38.9992778452062,orange,rectangle,50.42580556272869
24,2,test,color,orange,54,orange,rectangle,45.360411813378434,blue,square,39.9972146971133
25,2,test,color,orange,55,blue,square,41.972272633921534,orange,rectangle,45.21114327005288
26,2,test,color,orange,56,orange,rectangle,52.028393196212505,blue,square,41.3548027373846
27,2,test,color,orange,57,orange,rectangle,43.226040914345894,blue,square,41.947788256434805
28,2,test,color,orange,58,blue,rectangle,41.39713269074301,orange,square,48.509629436863285
29,2,test,color,orange,59,blue,rectangle,38.4753530839447,orange,square,43.70396990712215
0,2,test,shape,square,30,orange,square,40.97865450954625,blue,rectangle,40.66208030999239
1,2,test,shape,square,31,blue,square,46.486901202647765,orange,rectangle,39.03441968255071
2,2,test,shape,square,32,orange,square,52.35277804709863,blue,rectangle,42.95854902134846
3,2,test,shape,square,33,blue,rectangle,43.58874010920072,orange,square,54.57403935752953
4,2,test,shape,square,34,orange,rectangle,39.78053163673963,blue,square,49.76360081513172
5,2,test,shape,square,35,blue,square,51.83411435892122,orange,rectangle,40.24235589859892
6,2,test,shape,square,36,orange,rectangle,40.26152837582309,blue,square,52.11876565938091
7,2,test,shape,square,37,orange,rectangle,39.88143470794814,blue,square,44.35356531813169
8,2,test,shape,square,38,orange,square,45.92763467082071,blue,rectangle,41.26782075546748
9,2,test,shape,square,39,blue,square,48.014966455999776,orange,rectangle,40.680419953736674
10,2,test,shape,square,40,blue,square,51.350396211010946,orange,rectangle,39.25031707420478
11,2,test,shape,square,41,orange,square,51.78124081814903,blue,rectangle,40.75768520691679
12,2,test,shape,square,42,blue,rectangle,37.53037382617704,orange,square,55.21152395593122
13,2,test,shape,square,43,blue,rectangle,38.99851051248617,orange,square,39.72452328407408
14,2,test,shape,square,44,orange,rectangle,37.909912580827395,blue,square,42.89477419660839
15,2,test,shape,square,45,blue,rectangle,40.10434663731507,orange,square,46.630747472268816
16,2,test,shape,square,46,orange,rectangle,39.32633606471882,blue,square,51.09850982741239
17,2,test,shape,square,47,orange,rectangle,40.67975072238541,blue,square,49.58023935322143
18,2,test,shape,square,48,orange,square,50.049142286643466,blue,rectangle,41.23226933600448
19,2,test,shape,square,49,blue,square,37.460233291112786,orange,rectangle,39.27112349547108
20,2,test,shape,square,50,blue,square,37.09894967755263,orange,rectangle,40.07211985359559
21,2,test,shape,square,51,orange,rectangle,39.99073405555131,blue,square,53.2276613739484
22,2,test,shape,square,52,blue,square,53.938171963605605,orange,rectangle,40.40555009650473
23,2,test,shape,square,53,blue,rectangle,38.9992778452062,orange,square,50.42580556272869
24,2,test,shape,square,54,orange,square,45.360411813378434,blue,rectangle,39.9972146971133
25,2,test,shape,square,55,blue,rectangle,41.972272633921534,orange,square,45.21114327005288
26,2,test,shape,square,56,orange,square,52.028393196212505,blue,rectangle,41.3548027373846
27,2,test,shape,square,57,orange,square,43.226040914345894,blue,rectangle,41.947788256434805
28,2,test,shape,square,58,orange,rectangle,41.39713269074301,blue,square,48.509629436863285
29,2,test,shape,square,59,orange,rectangle,38.4753530839447,blue,square,43.70396990712215
0,2,test,shape,rectangle,30,blue,rectangle,40.97865450954625,orange,square,40.66208030999239
1,2,test,shape,rectangle,31,orange,rectangle,46.486901202647765,blue,square,39.03441968255071
2,2,test,shape,rectangle,32,blue,rectangle,52.35277804709863,orange,square,42.95854902134846
3,2,test,shape,rectangle,33,orange,square,43.58874010920072,blue,rectangle,54.57403935752953
4,2,test,shape,rectangle,34,blue,square,39.78053163673963,orange,rectangle,49.76360081513172
5,2,test,shape,rectangle,35,orange,rectangle,51.83411435892122,blue,square,40.24235589859892
6,2,test,shape,rectangle,36,blue,square,40.26152837582309,orange,rectangle,52.11876565938091
7,2,test,shape,rectangle,37,blue,square,39.88143470794814,orange,rectangle,44.35356531813169
8,2,test,shape,rectangle,38,blue,rectangle,45.92763467082071,orange,square,41.26782075546748
9,2,test,shape,rectangle,39,orange,rectangle,48.014966455999776,blue,square,40.680419953736674
10,2,test,shape,rectangle,40,orange,rectangle,51.350396211010946,blue,square,39.25031707420478
11,2,test,shape,rectangle,41,blue,rectangle,51.78124081814903,orange,square,40.75768520691679
12,2,test,shape,rectangle,42,orange,square,37.53037382617704,blue,rectangle,55.21152395593122
13,2,test,shape,rectangle,43,orange,square,38.99851051248617,blue,rectangle,39.72452328407408
14,2,test,shape,rectangle,44,blue,square,37.909912580827395,orange,rectangle,42.89477419660839
15,2,test,shape,rectangle,45,orange,square,40.10434663731507,blue,rectangle,46.630747472268816
16,2,test,shape,rectangle,46,blue,square,39.32633606471882,orange,rectangle,51.09850982741239
17,2,test,shape,rectangle,47,blue,square,40.67975072238541,orange,rectangle,49.58023935322143
18,2,test,shape,rectangle,48,blue,rectangle,50.049142286643466,orange,square,41.23226933600448
19,2,test,shape,rectangle,49,orange,rectangle,37.460233291112786,blue,square,39.27112349547108
20,2,test,shape,rectangle,50,orange,rectangle,37.09894967755263,blue,square,40.07211985359559
21,2,test,shape,rectangle,51,blue,square,39.99073405555131,orange,rectangle,53.2276613739484
22,2,test,shape,rectangle,52,orange,rectangle,53.938171963605605,blue,square,40.40555009650473
23,2,test,shape,rectangle,53,orange,square,38.9992778452062,blue,rectangle,50.42580556272869
24,2,test,shape,rectangle,54,blue,rectangle,45.360411813378434,orange,square,39.9972146971133
25,2,test,shape,rectangle,55,orange,square,41.972272633921534,blue,rectangle,45.21114327005288
26,2,test,shape,rectangle,56,blue,rectangle,52.028393196212505,orange,square,41.3548027373846
27,2,test,shape,rectangle,57,blue,rectangle,43.226040914345894,orange,square,41.947788256434805
28,2,test,shape,rectangle,58,blue,square,41.39713269074301,orange,rectangle,48.509629436863285
29,2,test,shape,rectangle,59,blue,square,38.4753530839447,orange,rectangle,43.70396990712215
0,3,test,color,blue,30,orange,square,40.92442497802125,blue,rectangle,38.64390941969506
1,3,test,color,blue,31,orange,rectangle,43.72463512278976,blue,square,51.013262231532494
2,3,test,color,blue,32,orange,square,39.635000314699475,blue,rectangle,50.87773254999947
3,3,test,color,blue,33,orange,rectangle,37.18036114210438,blue,square,53.91265370876329
4,3,test,color,blue,34,blue,square,46.38007612251785,orange,rectangle,39.59186096990313
5,3,test,color,blue,35,blue,rectangle,45.54172192517258,orange,square,38.83869719450883
6,3,test,color,blue,36,orange,rectangle,41.389341223256814,blue,square,49.27953425052112
7,3,test,color,blue,37,blue,square,51.2587407070152,orange,rectangle,39.982410621028855
8,3,test,color,blue,38,orange,rectangle,41.026399622154365,blue,square,45.90575628037481
9,3,test,color,blue,39,blue,square,59.14865920704774,orange,rectangle,36.864139167139
10,3,test,color,blue,40,orange,rectangle,42.52187464712597,blue,square,54.83953725360485
11,3,test,color,blue,41,blue,square,43.73920597017203,orange,rectangle,44.45854722111195
12,3,test,color,blue,42,blue,square,52.97745141472659,orange,rectangle,41.942278013645826
13,3,test,color,blue,43,blue,rectangle,48.140110935129385,orange,square,39.56554768356265
14,3,test,color,blue,44,blue,rectangle,46.95295586480196,orange,square,40.78106119263904
15,3,test,color,blue,45,blue,square,55.00593137516948,orange,rectangle,40.36262843572284
16,3,test,color,blue,46,blue,rectangle,43.44278188431355,orange,square,41.64885412476996
17,3,test,color,blue,47,orange,square,41.84230149278959,blue,rectangle,51.27329764223893
18,3,test,color,blue,48,blue,rectangle,51.72749453262492,orange,square,39.45814373968438
19,3,test,color,blue,49,orange,rectangle,38.14202166573884,blue,square,43.6590328467961
20,3,test,color,blue,50,orange,rectangle,36.72907350308429,blue,square,49.18474305772975
21,3,test,color,blue,51,blue,square,47.58275608386703,orange,rectangle,39.12002459094058
22,3,test,color,blue,52,blue,square,33.221905878274654,orange,rectangle,37.50536506061166
23,3,test,color,blue,53,blue,rectangle,53.60420325701583,orange,square,38.67074799987374
